AM_STRT_NAME,AM_DRNR,COL_DES,COLO_ZIPCODE,CIUDAD,ESTADO,COD_PAIS,DELMUN,state,county,city,district,street,houseNumber,postalCode,reference,lat,lng,score,prev_score,PP_calle,PP_numero,PP_cp,PP_latitud,PP_longitud,PP_ciudad,PP_colonia,PP_neighborhood,PP_state,PP_estado,PP_country_code,PP_cp_num,PP_diferencia,PP_alcaldia,PP_method
PERIFERICO LUIS ECHEVERRIA N1474,0,LOURDES,25070.0,SALTILLO,COAHUILA,MEXICO,SALTILLO,Coahuila de Zaragoza,Saltillo,Saltillo,Lourdes,Periférico Luis Echeverría,N1474,25070.0,,25.389,-100.9951,0.93,0.5,Periférico Luis Echeverría,1474.0,25070,25.3877082,-100.9958521,Saltillo,Lourdes,None,Coah.,Coahuila de Zaragoza,MX,25070.0,0.0,,EXACT
VALLE DEL BARTAN,148,VALLE DEL CAMPESTRE,78136.0,SAN LUIS POTOSI,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,Valle del Campestre,Valle del Bartan,148,78136.0,,22.16953,-101.0195661,0.3,0.3,Valle del Batan,148.0,78136,22.1691817,-101.0193616,San Luis Potosí,Valle Campestre,None,S.L.P.,San Luis Potosí,MX,78136.0,0.0,,FUZZ
"PASEO DE LOBO 258, BOSQUE MONARCA ALTOZANO BOSQUE MONARCA",--,LARTESI,58350.0,LARTESI,MICHOACAN,MEXICO,MORELIA,Michoacán de Ocampo,Morelia,Morelia,Lartesi,Paseo de Lobo,258,58350.0,Bosque Monarca Altozano Bosque Monarca,19.6538934,-101.1658168,1.0,1.0,Paseo de los Venados,0.0,58350,19.6521643,-101.1654237,None,None,None,Mich.,Michoacán,MX,58350.0,258.0,,FUZZ
FRIDA KAHLO 303 TORRE ACACIA 2,DEPTO 2081,AMPLIACION CANTERAS,66260.0,SAN PEDRO GARZA GARCIA,NUEVO LEON,MEXICO,SAN PEDRO GARZA GARCIA,Nuevo León,San Pedro Garza García,San Pedro Garza García,Ampliación Canteras,Frida Kahlo,303,66260.0,Torre Acacia 2 Depto 2081,25.6453173,-100.3207783,1.0,1.0,Avenida Circuito Frida Kahlo,303.0,66260,25.6453173,-100.3207783,San Pedro Garza García,Valle Oriente,None,N.L.,Nuevo León,MX,66260.0,0.0,,SUB
CALLE ARTICULO ,160,SANTA MARIA,34050.0,DURANGO,DURANGO,MEXICO,DURANGO,Durango,Durango,Durango,Santa María,Artículo 160,Sin Número,34050.0,,24.0400036,-104.6834373,1.0,1.0,El Salto,307.0,34050,24.0377337,-104.6839287,Durango,Santa María,None,Dgo.,Durango,MX,34050.0,307.0,,FUZZ
ISLA DEL CRESTON,SN,JARDINES DE LA RIVIERA,82134.0,MAZATLAN,SINALOA,MEXICO,MAZATLAN,Sinaloa,Mazatlán,Mazatlán,Jardines de la Riviera,Isla del Crestón,SN,82134.0,,23.2694764,-106.3921682,0.5,0.5,De Las Clarisas,11507.0,82134,23.28804607,-106.39870405,Mazatlán,San Francisco,None,Sin.,Sinaloa,MX,82134.0,11507.0,,FUZZ
PRIVMARIANOABASOLO CEL7221730360,8 INT 8,GUADALUPE LA CIENEGA,52004.0,GUADALUPE LA CIENEGA,ESTADO DE MEXICO,MEXICO,LERMA,México,Lerma,Lerma,Guadalupe la Ciénega,Mariano Abasolo,8 Int 8,52004.0,CEL7221730360,19.2978185,-99.536755,0.3,0.5,Altamirano,0.0,52004,19.2998072,-99.5498452,Lerma de Villada,Francisco I Madero,None,Méx.,Estado de México,MX,52004.0,8.0,,FUZZ
AVENIDA JUAN NAVARRO640,0,FUNDADORES,25015.0,SALTILLO,COAHUILA,MEXICO,SALTILLO,Coahuila de Zaragoza,Saltillo,Saltillo,Fundadores,Avenida Juan Navarro,640,25015.0,,25.42331,-100.95414,1.0,1.0,Calle Juan Navarro,678.0,25015,25.4229895,-100.9540995,Saltillo,Los Fundadores,None,Coah.,Coahuila de Zaragoza,MX,25015.0,38.0,,FUZZ
FRANCISCO I.MADERO ESQUINA FERROCARRIL,S/N,NUEVA,30500.0,TONALA,CHIAPAS,MEXICO,TONALA,Chiapas,Tonalá,Tonalá,Nueva,Francisco I. Madero,S/N,30500.0,Esquina Ferrocarril,16.08295,-93.75921,0.95,0.5,Calle Francisco I. Madero,13.0,30500,16.0942707,-93.7500651,Tonalá,Las Ánimas,None,Chis.,Chiapas,MX,30500.0,13.0,,SUB
CARRETERA GUADALAJARA - EL SALTO VÍA EL VERDE,1900,LOMA DEL VERDE,45694.0,SAN JOSE EL VERDE (EL VERDE),JALISCO,MEXICO,EL SALTO,Jalisco,El Salto,El Salto,Loma del Verde,Carretera Guadalajara - El Salto Vía El Verde,1900,45694.0,San José El Verde (El Verde),20.5620324,-103.2829313,0.8,0.8,Carretera Guadalajara el Salto,2100.0,45694,20.5609223,-103.2842053,San José el Verde,El Verde,None,Jal.,Jalisco,MX,45694.0,200.0,,FUZZ
AV CAMARON SABALO,326,ZONA DORADA,82110.0,MAZATLAN,SINALOA,MEXICO,MAZATLAN,Sinaloa,Mazatlán,Mazatlán,Zona Dorada,Avenida Camarón Sábalo,326,82110.0,,23.24346,-106.45044,0.95,0.8,Avenida Camarón Sábalo,326.0,82110,23.2529004,-106.4561229,Mazatlán,Zona Dorada,None,Sin.,Sinaloa,MX,82110.0,0.0,,EXACT
CALLE 90 B CDA MARFIL ENT,0,GRAN SANTA FE,97314.0,GRAN SANTA FE,YUCATAN,MEXICO,MERIDA,Yucatán,Mérida,Mérida,Gran Santa Fe,Calle 90 B,Cda Marfil Ent,97314.0,,20.9883722,-89.7077071,0.5,1.0,Calle 90-B,747.0,97314,20.9887301,-89.707864,Mérida,None,None,Yuc.,Yucatán,MX,97314.0,747.0,,FUZZ
COUNTRY CLUB,211,CHURUBUSCO COUNTRY CLUB,4210.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,COYOACAN,Ciudad de México,Coyoacán,Ciudad de México,Churubusco Country Club,Country Club,211,4210.0,,19.34929,-99.14372,1.0,1.0,CANAL DE MIRAMONTES,1785.0,4210,19.3457062944,-99.1375858722,,churubusco country club,,,,,4210.0,1574.0,coyoacan,FUZZ
MONET,MZ24 LT154,PARQUE SAN MATEO (HACIENDA SAN MATEO),54830.0,CUAUTITLAN,ESTADO DE MEXICO,MEXICO,CUAUTITLAN,México,Cuautitlán,Cuautitlán,Parque San Mateo (Hacienda San Mateo),Monet,Mz 24 Lt 154,54830.0,,19.7196986,-99.1548819,0.3,0.8,Manet,0.0,54830,19.7204816,-99.1603991,Santa María Huecatitla,None,None,Méx.,Estado de México,MX,54830.0,24.0,,FUZZ
OCURRE,SN,GUADALUPE,25750.0,MONCLOVA,COAHUILA,MEXICO,MONCLOVA,Coahuila de Zaragoza,Monclova,Monclova,Guadalupe,Ocurre,SN,25750.0,,26.909845,-101.4367539,0.3,0.5,Ecuador,600.0,25750,26.8995919,-101.4295233,Monclova,Guadalupe A.h.m.s.a.,None,Coah.,Coahuila de Zaragoza,MX,25750.0,600.0,,FUZZ
JEREZ DE ANTAÑO,211,VALLE DE JEREZ,37538.0,LEON,GUANAJUATO,MEXICO,LEON,Guanajuato,León,León,Valle de Jerez,Jerez de Antaño,211,37538.0,,21.07496,-101.63745,0.93,1.0,Jerez de Antaño,101.0,37538,21.0714375,-101.6374438,León,Valle de Jerez,None,Gto.,Guanajuato,MX,37538.0,110.0,,EXACT
LOPEZ MATEOS,34,JUAREZ,36624.0,IRAPUATO,GUANAJUATO,MEXICO,IRAPUATO,Guanajuato,Irapuato,Irapuato,Juárez,López Mateos,34,36624.0,,20.70488,-101.35993,0.99,1.0,López Mateos,29.0,36624,20.7052872,-101.3575786,Irapuato,Juárez,None,Gto.,Guanajuato,MX,36624.0,5.0,,EXACT
AV. INSURGENTES SUR,452,ROMA SUR,6760.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,CUAUHTEMOC,Ciudad de México,Cuauhtémoc,Ciudad de México,Roma Sur,Avenida Insurgentes Sur,452,6760.0,,19.40626,-99.16824,1.0,1.0,AVENIDA INSURGENTES SUR,470.0,6760,19.40505375,-99.16844207,,roma sur,,,,,6760.0,18.0,cuauhtemoc,EXACT
OCURRE,SN,TERRANOVA,25294.0,SALTILLO,COAHUILA,MEXICO,SALTILLO,Coahuila de Zaragoza,Saltillo,Saltillo,Terranova,Ocurre,SN,25294.0,,25.4398168,-100.9239034,0.5,0.5,Forrajes,863.0,25294,25.4375457,-100.9534794,Saltillo,Magisterio Sección 38 Ampliación,None,Coah.,Coahuila de Zaragoza,MX,25294.0,863.0,,FUZZ
AVE CEYLAN,3,TEQUEXQUINAHUAC,54020.0,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,MEXICO,TLALNEPANTLA DE BAZ,México,Tlalnepantla de Baz,Tlalnepantla de Baz,Tequexquináhuac,Avenida Ceylan,3,54020.0,,19.56478,-99.20528,1.0,1.0,Avenida Ceylán,3.0,54020,19.567579,-99.2079789,Tlalnepantla de Baz,Tequexquinahuacrivera del Bosque,None,Méx.,Estado de México,MX,54020.0,0.0,,FUZZ
"GUANAJUATO, SN",SN,LAS COLONIAS DE HIDALGO,73160.0,HUACHINANGO,PUEBLA,MEXICO,HUACHINANGO,Puebla,Huauchinango,Huauchinango,Las Colonias de Hidalgo,Guanajuato,SN SN,73160.0,,20.19717,-97.97706,0.97,0.5,Juan Galindo,16.0,73160,20.1770286,-98.0493298,Huauchinango,Centro,None,Pue.,Puebla,MX,73160.0,16.0,,FUZZ
SEGUNDA,518,JACINTO LOPEZ I,88756.0,REYNOSA,TAMAULIPAS,MEXICO,REYNOSA,Tamaulipas,Reynosa,Reynosa,Jacinto López I,Segunda,518,88756.0,,26.03757,-98.30533,0.92,0.8,Urbana,402.0,88756,26.0445203,-98.2910315,Reynosa,Burocrática,None,Tamps.,Tamaulipas,MX,88756.0,116.0,,FUZZ
OCURRE,SN,SAN LUIS,78310.0,SAN LUIS POTOSI,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis,Ocurre,Sin Número,78310.0,,22.1542491,-100.9630392,0.3,0.3,Monterrey,125.0,78310,22.1574236,-100.9644519,San Luis Potosí,Ferrocarrilera,None,S.L.P.,San Luis Potosí,MX,78310.0,125.0,,FUZZ
OCURRE,OCURRE,SAN MATEO,62840.0,SAN MATEO,MORELOS,MEXICO,ATLATLAHUCAN,Morelos,Atlatlahucan,Atlatlahucan,San Mateo,Ocurre Ocurre,Sin Número,62840.0,,18.9350715,-98.8972876,0.3,0.3,Corregidora,10.0,62840,18.937056,-98.8980526,Atlatlahucan,Santa Barbara,None,Mor.,Morelos,MX,62840.0,10.0,,FUZZ
CALLE MORELIA,23,LOMAS DEL BOSQUE,59843.0,JACONA,MICHOACAN,MEXICO,JACONA,Michoacán de Ocampo,Jacona,Jacona,Lomas del Bosque,Calle Morelia,23,59843.0,,19.93872,-102.31648,0.99,0.9,Morelia,969.0,59843,19.9413502,-102.3150608,Jacona de Plancarte,Lomas de San Pablo,None,Mich.,Michoacán,MX,59843.0,946.0,,FUZZ
M. HIDALGO,25,VILLA AVILA CAMACHO (LA CEIBA),73090.0,VILLA AVILA CAMACHO (LA CEIBA),PUEBLA,MEXICO,XICOTEPEC,Puebla,Xicotepec,Villa Ávila Camacho (La Ceiba),Villa Ávila Camacho (La Ceiba),M. Hidalgo,25,73090.0,,20.3884329,-97.8772335,1.0,0.5,Tlaxcalantongo,3.0,73090,20.3801185,-97.8819492,Villa Ávila Camacho,El Mamey,San José,Pue.,Puebla,MX,73090.0,22.0,,FUZZ
LAZARO CARDENAS 446, ,MORELOS,60050.0,URUAPAN,MICHOACAN,MEXICO,URUAPAN,Michoacán de Ocampo,Uruapan,Uruapan,Morelos,Lázaro Cárdenas,446,60050.0,,19.41388,-102.05207,0.99,0.8,Paseo Lázaro Cárdenas,446.0,60050,19.4138919,-102.0522366,Morelos,Morelos,None,Mich.,Michoacán,MX,60050.0,0.0,,SUB
BENITO JUAREZ ORIENTE SN,0,GUANAJUATILLO,59665.0,ZAMORA DE HIDALGO,MICHOACAN,MEXICO,ZAMORA,Michoacán de Ocampo,Zamora,Zamora de Hidalgo,Guanajuatillo,Benito Juárez Oriente,SN,59665.0,,19.9786866,-102.2698141,0.3,0.5,Mario Moreno Cantinflas,558.0,59665,19.9807651,-102.273586,Zamora de Hidalgo,Santa Cecilia,None,Mich.,Michoacán,MX,59665.0,558.0,,FUZZ
CALLE 19  COL. CD. INDUSTRIAL,NO 460X26,CIUDAD INDUSTRIAL,97288.0,MERIDA,YUCATAN,MEXICO,MERIDA,Yucatán,Mérida,Mérida,Ciudad Industrial,Calle 19,460,97288.0,X 26,20.93373,-89.67364,0.99,1.0,Calle 19,466.0,97288,20.9281096,-89.6842174,Sin Nombre,Ciudad Industrial,None,Yuc.,Yucatán,MX,97288.0,6.0,,EXACT
CALLE IGNACIO LÓPEZ RAYÓN,350,ZACAPU CENTRO,58600.0,ZACAPU,MICHOACAN,MEXICO,ZACAPU,Michoacán de Ocampo,Zacapu,Zacapu,Zacapu Centro,Calle Ignacio López Rayón,350,58600.0,,19.81481,-101.79085,1.0,0.91,Ignacio López Rayon,32.0,58600,19.8157868,-101.7900596,Zacapu,Centro,None,Mich.,Michoacán,MX,58600.0,318.0,,FUZZ
CALLE RUBÍ S/N CASI ESQUINA CON BLVD MACAPU,S/N,VIÑEDOS RESIDENCIAL,81228.0,LOS MOCHIS,SINALOA,MEXICO,AHOME,Sinaloa,Ahome,Los Mochis,Viñedos Residencial,Calle Rubí,S/N,81228.0,Casi esquina con Blvd Macapule S/N,25.8156011,-108.9870674,0.5,0.5,Calle Sabino,53.0,81228,25.8109928,-108.988038,Los Mochis,Infonavit Macapule,None,Sin.,Sinaloa,MX,81228.0,53.0,,FUZZ
"CALZ. DE LA VIGA 901 AGRUP II,SECCION II,EDIFICIO A DEPTO 20, #DEPTO 202. ENTREG",DEPTO 202,REFORMA IZTACCIHUATL NORTE,8810.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,IZTACALCO,Ciudad de México,Iztacalco,Ciudad de México,Reforma Iztaccíhuatl Norte,Calzada de la Viga,901,8810.0,"Agrup II, Sección II, Edificio A, Departamento 20, Departamento 202. Entregar Departamento 202",19.38879,-99.12233,0.92,0.92,CALLE PLAYA CALETA,394.0,8810,19.3839602386,-99.1297806972,,reforma iztaccihuatl norte,,,,,8810.0,507.0,iztacalco,FUZZ
CALLE 4,345,LA PILA,78425.0,LA PILA,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,La Pila,Calle 4,345,78425.0,,22.0031654,-100.8439069,0.5,0.5,Camino a Carretera 57,0.0,78425,22.0359977,-100.8579023,San Luis Potosí,None,None,S.L.P.,San Luis Potosí,MX,78425.0,345.0,,FUZZ
BLVD. CORDOBA-PEÑUELA CALLES 41 Y 43,411,ZONA INDUSTRIAL,94690.0,CORDOBA,VERACRUZ,MEXICO,CORDOBA,Veracruz de Ignacio de la Llave,Córdoba,Córdoba,Zona Industrial,Boulevard Córdoba-Peñuela,411,94690.0,Calles 41 y 43,18.8769046,-96.9136786,0.8,0.8,Córdoba-peñuela,341.0,94690,18.8787485,-96.9189848,Córdoba,Zona Industrial,None,Ver.,Veracruz,MX,94690.0,70.0,,FUZZ
LAGUNA DE ASCENCION,3217,SAN FELIPE V,31203.0,CHIHUAHUA,CHIHUAHUA,MEXICO,CHIHUAHUA,Chihuahua,Chihuahua,Chihuahua,San Felipe V,Laguna de Ascensión,3217,31203.0,,28.65553,-106.10151,1.0,1.0,Laguna de Ascención,3319.0,31203,28.6566097,-106.1018693,Chihuahua,San Felipe V Etapa,None,Chih.,Chihuahua,MX,31203.0,102.0,,FUZZ
CALLE INSURGENTES 90 LAGO DE IGUAZU 800,1,CASA BLANCA,91155.0,XALAPA,VERACRUZ,MEXICO,XALAPA,Veracruz de Ignacio de la Llave,Xalapa,Xalapa,Casa Blanca,Calle Insurgentes,90,91155.0,Lago de Iguazú 800 1,19.5322293,-96.9192057,1.0,1.0,Calle Cristal,52.0,91155,19.5542288,-96.8860005,Xalapa-Enríquez,Lealtad Institucional,Lealtad Institucional,Ver.,Veracruz,MX,91155.0,38.0,,FUZZ
CUEVAS 501,1,PUERTAS DEL TULE,45017.0,ZAPOPAN,JALISCO,MEXICO,ZAPOPAN,Jalisco,Zapopan,Zapopan,Puertas Del Tule,Calle Cuevas,501 1,45017.0,,20.6948257,-103.4504543,0.3,0.3,Calle Corona,0.0,45017,20.6845679,-103.4385235,Zapopan,Jocotán,Jocotán Zapopan Jalisco,Jal.,Jalisco,MX,45017.0,501.0,,FUZZ
CENTRO,SN,ROSAS DEL TEPEYAC,72014.0,PUEBLA,PUEBLA,MEXICO,PUEBLA,Puebla,Puebla,Puebla,Rosas del Tepeyac,Centro,SN,72014.0,,19.099797,-98.1960109,0.3,0.3,Cantaritos,3.0,72014,19.0950846,-98.1982483,Heroica Puebla de Zaragoza,San Pablo Xochimehuacan,Zona Sin Asignación de Nombre de Colonia 1,Pue.,Puebla,MX,72014.0,3.0,,FUZZ
SAN MIGUELITO PONIENTE,114 INT,CIUDAD SATELITE,78423.0,CIUDAD SATELITE,SAN LUIS POTOSI,MEXICO,VILLA DE POZOS,San Luis Potosí,Villa de Pozos,Villa de Pozos,Ciudad Satélite,San Miguelito Poniente,114 Int,78423.0,Ciudad Satélite,22.1154217,-100.7933039,0.8,0.8,Avenida Santiago Poniente,116.0,78423,22.1202426,-100.8164281,None,Satélite,None,S.L.P.,San Luis Potosí,MX,78423.0,2.0,,FUZZ
OSUNA 304 JARDIN NULL,A,AZUCARERA,89840.0,CIUDAD MANTE,TAMAULIPAS,MEXICO,EL MANTE,Tamaulipas,El Mante,Ciudad Mante,Azucarera,Osuna,304,89840.0,Jardín A,22.747586,-98.9823362,1.0,1.0,Juan José de La Garza,110.0,89840,22.75018216,-98.9832437,Ciudad Mante,Jardín,None,Tamps.,Tamaulipas,MX,89840.0,194.0,,FUZZ
VIVEROS DE COYOACAN,210,VIVEROS DE LA LOMA,54080.0,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,MEXICO,TLALNEPANTLA DE BAZ,México,Tlalnepantla de Baz,Tlalnepantla de Baz,Viveros de La Loma,Viveros de Coyoacán,210,54080.0,,19.52347,-99.21997,0.99,1.0,Calle Viveros de Coyoacan,210.0,54080,19.5235441,-99.2195041,Tlalnepantla de Baz,Habitacional Viveros de la Loma,None,Méx.,Estado de México,MX,54080.0,0.0,,FUZZ
GERONIMO TREVIÑO,1549 OTE,MONTERREY CENTRO,64000.0,MONTERREY,NUEVO LEON,MEXICO,MONTERREY,Nuevo León,Monterrey,Monterrey,Monterrey Centro,Jerónimo Treviño,1549 Ote,64000.0,,25.6799468,-100.299519,1.0,0.8,Jerónimo Treviño,1549.0,64000,25.6799468,-100.2995189,Monterrey,Centro,None,N.L.,Nuevo León,MX,64000.0,0.0,,EXACT
GUADALUPE VAZQUEZ,110,GRACIANO SANCHEZ 1A SECCION,78360.0,SAN LUIS POTOSI,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,Graciano Sánchez 1a Sección,Guadalupe Vázquez,110,78360.0,,22.1283714,-100.9780028,1.0,1.0,Guadalupe Vázquez Castillo,120.0,78360,22.1283685,-100.9780491,San Luis Potosí,Graciano Sanchez 1ra Sección,None,S.L.P.,San Luis Potosí,MX,78360.0,10.0,,SUB
CALLE SEGUNDA SUR #5, ,TIERRA BLANCA,78364.0,SAN LUIS POTOSI,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,Tierra Blanca,Calle Segunda Sur,5,78364.0,,22.1147313,-100.9889047,1.0,1.0,Privada Segunda Sur,0.0,78364,22.1148629,-100.9887772,San Luis Potosí,Tierra Blanca,None,S.L.P.,San Luis Potosí,MX,78364.0,5.0,,FUZZ
LAGUNA DE PATZCUARO,2 INT 1,SAN JUAN DE LOS LAGOS,72980.0,AMOZOC,PUEBLA,MEXICO,AMOZOC,Puebla,Amozoc,Amozoc,San Juan de los Lagos,Laguna de Patzcuaro,2,72980.0,Interior 1,19.033254,-98.0407224,0.3,0.3,Laguna de Alchichica,4.0,72980,19.027784,-98.0299198,Amozoc,San José las Flores,None,Pue.,Puebla,MX,72980.0,2.0,,FUZZ
JOSE MARIA MORELOS SUR,#207,PURISIMA DE BUSTOS CENTRO,36400.0,PURISIMA DE BUSTOS,GUANAJUATO,MEXICO,PURISIMA DEL RINCON,Guanajuato,Purísima del Rincón,Purísima de Bustos,Purísima de Bustos Centro,José María Morelos Sur,207,36400.0,,21.0284,-101.8805,0.9,1.0,Calle José María Morelos,99.0,36400,21.0302177,-101.8802938,Purísima de Bustos,Zona Centro,None,Gto.,Guanajuato,MX,36400.0,108.0,,FUZZ
BOSQUES DE ALISOS,#47-B,BOSQUES DE LAS LOMAS,5120.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,CUAJIMALPA,Ciudad de México,Cuajimalpa,Ciudad de México,Bosques de las Lomas,Bosques de Alisos,47-B,5120.0,,19.38881,-99.25044,0.97,0.97,PROLONGACION BOSQUES DE REFORMA,1383.0,5120,19.3889902001,-99.2628297345,,bosques de las lomas,,,,,5120.0,1336.0,cuajimalpa,FUZZ
CALLE ALBERTO RUZ,EXT 54 INT 28,SUPERMANZANA 50,77533.0,CANCUN,QUINTANA ROO,MEXICO,BENITO JUAREZ,Quintana Roo,Benito Juárez,Cancún,Supermanzana 50,Calle Alberto Ruz,54,77533.0,Interior 28,21.1439244,-86.85101759999999,0.3,0.3,Calle Abeto,2.0,77533,21.12125334,-86.85236335,Cancún,None,None,Q.R.,Quintana Roo,MX,77533.0,52.0,,FUZZ
JALISCO,1917,CHAPALITA,37340.0,LEON,GUANAJUATO,MEXICO,LEON,Guanajuato,León,León,Chapalita,Jalisco,1917,37340.0,,21.12927,-101.70202,1.0,0.92,Jalisco,1910.0,37340,21.1293129,-101.7018255,León,Chapalita,None,Gto.,Guanajuato,MX,37340.0,7.0,,EXACT
CORDOBA,101,CODORNICES ALDAMA,66230.0,SAN PEDRO GARZA GARCIA,NUEVO LEON,MEXICO,SAN PEDRO GARZA GARCIA,Nuevo León,San Pedro Garza García,San Pedro Garza García,Codornices Aldama,Córdoba,101,66230.0,,25.6465195,-100.4020152,1.0,0.3,Córdoba,0.0,66230,25.6463829,-100.4018656,San Pedro Garza García,La Cima 3ER Sector,None,N.L.,Nuevo León,MX,66230.0,101.0,,EXACT
"CAMINO NACIONAL, #12. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE CALLES: SABIN",12,SANTA MARIA DEL TULE,68297.0,SANTA MARIA DEL TULE,OAXACA,MEXICO,SANTA MARIA DEL TULE,Oaxaca,Santa María del Tule,Santa María del Tule,Santa María del Tule,Camino Nacional,12,68297.0,,17.05007,-96.63439,1.0,0.5,De Camino Nacional,14.0,68297,17.0528186,-96.6398902,Santa María del Tule,8va Etapa IVO Fraccionamento el Retiro,None,Oax.,Oaxaca,MX,68297.0,2.0,,SUB
ANTONIO E MARCOS,351,COSMOPOLIS,66614.0,APODACA,NUEVO LEON,MEXICO,APODACA,Nuevo León,Apodaca,Apodaca,Cosmópolis,Antonio E. Marcos,351,66614.0,,25.82195,-100.25015,0.98,1.0,Antares,272.0,66614,25.8184682,-100.2457628,Ciudad Apodaca,None,None,N.L.,Nuevo León,MX,66614.0,79.0,,FUZZ
OCURRE,SN,CHILPANCINGO DE LOS BRAVOS CENTRO,39000.0,CHILPANCINGO,GUERRERO,MEXICO,CHILPANCINGO DE LOS BRAVO,Guerrero,Chilpancingo de los Bravo,Chilpancingo de los Bravo,Chilpancingo de los Bravos Centro,Ocurre,SN,39000.0,,17.55651,-99.50402,0.91,0.3,Benito Juárez,11.0,39000,17.5502918,-99.5112333,Chilpancingo de los Bravo,Vista Hermosa,None,Gro.,Guerrero,MX,39000.0,11.0,,FUZZ
BLVD LAZARO CARDENAS,605,ANZALDUAS,88630.0,REYNOSA,TAMAULIPAS,MEXICO,REYNOSA,Tamaulipas,Reynosa,Reynosa,Anzaldúas,Boulevard Lázaro Cárdenas,605,88630.0,,26.07705,-98.27902,0.99,1.0,Boulevard Lázaro Cárdenas,680.0,88630,26.0772797,-98.2810994,Reynosa,Anzalduas,None,Tamps.,Tamaulipas,MX,88630.0,75.0,,EXACT
"LAGO MASK 205, LOS MANZANOS, MIGUEL HIDALGO DPTO 519 TORRE E DOS LAGOS",--,DOS LAGOS,11460.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,MIGUEL HIDALGO,Ciudad de México,Miguel Hidalgo,Ciudad de México,Los Manzanos,Lago Mask,205,11460.0,"Departamento 519, Torre E Dos Lagos",19.44439,-99.18519,1.0,1.0,LAGO MASK,205.0,11460,19.4443329863,-99.18545079,,los manzanos,,,,,11460.0,0.0,miguel hidalgo,EXACT
IGLESIA ,300,JARDINES DEL PEDREGAL,1900.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,ALVARO OBREGON,Ciudad de México,Álvaro Obregón,Ciudad de México,Jardines del Pedregal,Iglesia,300,1900.0,,19.32541,-99.20174,1.0,1.0,IGLESIA,350.0,1900,19.3248579129,-99.2026255333,,jardines del pedregal,,,,,1900.0,50.0,alvaro obregon,EXACT
MIGUEL HIDALGO #814,#814,OAXACA CENTRO,68000.0,OAXACA,OAXACA,MEXICO,OAXACA DE JUAREZ,Oaxaca,Oaxaca de Juárez,Oaxaca de Juárez,Oaxaca Centro,Miguel Hidalgo,814,68000.0,,17.06091,-96.72448,1.0,1.0,Miguel Hidalgo,814.0,68000,17.0608285,-96.724405,Oaxaca de Juárez,Centro,None,Oax.,Oaxaca,MX,68000.0,0.0,,EXACT
OCURRE,S/N,CIUDAD GENERAL ESCOBEDO CENTRO,66050.0,ESCOBEDO,NUEVO LEON,MEXICO,GENERAL ESCOBEDO,Nuevo León,General Escobedo,General Escobedo,Ciudad General Escobedo Centro,Ocurre,S/N,66050.0,,25.8041731,-100.3287399,0.3,0.3,Torreón,123.0,66050,25.8028402,-100.3098362,Ciudad General Escobedo,Las Encinas,None,N.L.,Nuevo León,MX,66050.0,123.0,,FUZZ
CARR SAN FRANCISCO,7640,EL NACIMIENTO,37664.0,EL NACIMIENTO,GUANAJUATO,MEXICO,LEON,Guanajuato,León,León,El Nacimiento,Carril San Francisco,7640,37664.0,,21.059936,-101.7716103,0.3,0.3,Circuito Villa Santander,144.0,37664,21.0872241,-101.7626325,None,None,None,Gto.,Guanajuato,MX,37664.0,7496.0,,FUZZ
AVENIDA VERACRUZ,74 C,HEROICA CIUDAD DE CANANEA CENTRO,84620.0,CANANEA,SONORA,MEXICO,CANANEA,Sonora,Cananea,Cananea,Heroica Ciudad De Cananea Centro,Avenida Veracruz,74 C,84620.0,,30.98705799999999,-110.3024278,1.0,1.0,Veracruz,42.0,84620,30.9870547,-110.2990469,Cananea,El Llanito,None,Son.,Sonora,MX,84620.0,32.0,,FUZZ
FATIMA,119,SIERRA DE ALICA,98050.0,ZACATECAS,ZACATECAS,MEXICO,ZACATECAS,Zacatecas,Zacatecas,Zacatecas,Sierra de Alica,Fátima,119,98050.0,,22.77073,-102.5777,1.0,1.0,De Fátima,105.0,98050,22.7706787,-102.5777988,Zacatecas,Sierra de Alica,None,Zac.,Zacatecas,MX,98050.0,14.0,,SUB
